cluster,number_of_accidents,average_accident_time,most_common_day
1091,5,2021-11-04 04:48:00+00:00,SAT
1092,6,2022-09-04 08:00:00+00:00,MON
1093,1,2022-07-15 00:00:00+00:00,FRI
1094,6,2022-09-05 08:00:00+00:00,TUE
1095,9,2022-07-15 08:10:13.333333248+00:00,TUE
1096,11,2021-11-28 03:32:54.545454592+00:00,FRI
1097,2,2022-01-20 12:35:30+00:00,THU
1098,2,2022-07-15 23:07:30+00:00,THU
1099,1,2022-07-16 00:00:00+00:00,SAT
1100,1,2022-07-16 00:00:00+00:00,SAT
1101,3,2022-01-31 08:00:00+00:00,SUN
1102,2,2022-09-10 12:00:00+00:00,FRI
1103,1,2022-07-14 00:00:00+00:00,THU
1104,3,2022-11-03 14:11:40+00:00,SAT
1105,3,2022-03-05 08:00:00+00:00,WED
1106,1,2022-07-15 00:00:00+00:00,FRI
1107,6,2022-11-25 00:00:00+00:00,THU
1108,2,2021-08-29 11:27:30+00:00,TUE
1109,1,2022-07-12 19:24:00+00:00,TUE
1110,1,2022-03-19 00:00:00+00:00,SAT
1111,1,2022-07-20 00:00:00+00:00,WED
1112,1,2022-07-19 00:00:00+00:00,TUE
1113,1,2022-07-08 00:00:00+00:00,FRI
1114,1,2022-07-09 00:00:00+00:00,SAT
1115,1,2022-07-20 00:00:00+00:00,WED
1116,1,2022-07-16 00:00:00+00:00,SAT
1117,6,2022-02-05 16:00:00+00:00,FRI
1118,4,2022-06-25 12:00:00+00:00,MON
1119,1,2022-07-20 00:00:00+00:00,WED
1120,4,2021-10-03 16:31:45+00:00,THU
1121,7,2021-12-12 00:00:00+00:00,TUE
1122,8,2022-07-20 12:00:00+00:00,THU
1123,2,2022-05-09 12:00:00+00:00,SAT
1124,6,2022-05-15 16:00:00+00:00,SAT
1125,22,2022-07-02 15:49:49.090909184+00:00,THU
1126,1,2022-07-23 00:00:00+00:00,SAT
1127,1,2022-07-21 00:00:00+00:00,THU
1128,2,2022-07-23 00:00:00+00:00,SAT
1129,2,2022-09-21 12:00:00+00:00,SAT
1130,1,2022-05-23 00:00:00+00:00,MON
1131,1,2022-07-15 00:00:00+00:00,FRI
1132,1,2022-07-16 18:01:00+00:00,SAT
1133,1,2022-07-21 00:00:00+00:00,THU
1134,16,2022-08-04 04:30:00+00:00,FRI
1135,1,2022-07-07 00:00:00+00:00,THU
1136,1,2022-07-12 23:07:00+00:00,TUE
1137,3,2020-12-30 20:01:00+00:00,MON
1138,2,2022-05-15 00:00:00+00:00,SUN
1139,1,2022-07-24 00:00:00+00:00,SUN
1140,1,2022-07-22 00:00:00+00:00,FRI
1141,3,2022-05-29 08:00:00+00:00,FRI
1142,1,2022-07-22 00:00:00+00:00,FRI
1143,3,2021-12-05 16:00:00+00:00,SUN
1144,1,2022-07-27 00:00:00+00:00,WED
1145,5,2022-01-04 17:54:00+00:00,SAT
1146,2,2021-10-19 12:00:00+00:00,WED
1147,3,2021-11-28 03:08:20+00:00,TUE
1148,1,2022-07-25 00:00:00+00:00,MON
1149,1,2022-07-27 00:00:00+00:00,WED
1150,9,2022-04-24 02:40:00+00:00,MON
1151,1,2022-07-28 00:00:00+00:00,THU
1152,2,2023-02-09 00:00:00+00:00,FRI
1153,5,2022-04-13 14:24:00+00:00,THU
1154,5,2022-03-08 19:12:00+00:00,SAT
1155,1,2022-07-28 00:00:00+00:00,THU
1156,21,2021-12-05 03:25:42.857142784+00:00,MON
1157,7,2021-01-09 17:08:34.285714176+00:00,MON
1158,4,2021-12-20 12:00:00+00:00,SAT
1159,1,2022-07-24 21:26:00+00:00,SUN
1160,5,2021-07-25 14:24:00+00:00,SAT
1161,1,2022-07-22 00:00:00+00:00,FRI
1162,1,2022-06-01 00:00:00+00:00,WED
1163,9,2021-09-25 21:20:00+00:00,TUE
1164,10,2022-09-14 09:36:00+00:00,TUE
1165,14,2022-07-04 09:12:34.285714176+00:00,MON
1166,4,2022-12-14 12:00:00+00:00,TUE
1167,2,2021-08-29 00:00:00+00:00,SAT
1168,4,2022-10-19 15:45:00+00:00,SAT
1169,1,2022-07-29 00:00:00+00:00,FRI
1170,1,2022-07-19 00:00:00+00:00,TUE
1171,4,2021-07-12 09:43:30+00:00,WED
1172,4,2022-05-30 00:00:00+00:00,SAT
1173,2,2022-11-14 06:54:30+00:00,WED
1174,1,2022-08-03 00:00:00+00:00,WED
1175,2,2023-02-07 12:00:00+00:00,FRI
1176,1,2022-07-22 00:00:00+00:00,FRI
1177,2,2022-02-22 12:00:00+00:00,WED
1178,2,2022-05-31 00:00:00+00:00,WED
1179,1,2022-08-03 00:00:00+00:00,WED
1180,2,2021-10-16 09:46:00+00:00,THU
1181,3,2022-01-28 16:00:00+00:00,THU
1182,1,2022-08-07 00:00:00+00:00,SUN
1183,1,2022-08-03 00:00:00+00:00,WED
1184,1,2022-08-05 00:00:00+00:00,FRI
1185,5,2022-12-18 19:12:00+00:00,SAT
1186,2,2021-10-20 00:00:00+00:00,SUN
1187,3,2021-06-26 00:00:00+00:00,SUN
1188,6,2022-10-01 16:00:00+00:00,SAT
1189,2,2022-09-09 00:00:00+00:00,SAT
1190,4,2021-04-19 18:00:00+00:00,TUE
1191,1,2022-08-08 00:00:00+00:00,MON
1192,5,2021-01-01 00:00:00+00:00,TUE
1193,16,2021-07-31 19:30:00+00:00,WED
1194,4,2020-10-14 00:00:00+00:00,FRI
1195,6,2022-05-15 08:20:00+00:00,MON
1196,2,2021-09-29 12:00:00+00:00,SAT
1197,6,2022-05-06 00:00:00+00:00,THU
1198,1,2022-08-08 00:00:00+00:00,MON
1199,2,2022-12-05 12:00:00+00:00,TUE
1200,8,2022-04-18 09:00:00+00:00,TUE
1201,6,2021-10-11 16:00:00+00:00,MON
1202,2,2022-11-16 19:50:00+00:00,FRI
1203,17,2022-01-15 14:40:14.117647104+00:00,WED
1204,2,2022-11-17 00:00:00+00:00,SAT
1205,4,2022-06-30 00:00:00+00:00,TUE
1206,3,2021-10-29 00:00:00+00:00,THU
1207,3,2022-01-22 16:00:00+00:00,THU
1208,2,2021-09-27 12:00:00+00:00,SAT
1209,2,2021-09-08 00:00:00+00:00,SAT
1210,1,2022-08-10 00:00:00+00:00,WED
1211,1,2022-08-11 00:00:00+00:00,THU
1212,1,2022-08-06 00:00:00+00:00,SAT
1213,1,2022-08-10 00:00:00+00:00,WED
1214,2,2021-04-25 12:00:00+00:00,WED
1215,1,2022-08-10 00:00:00+00:00,WED
1216,3,2021-11-25 23:55:00+00:00,WED
1217,7,2022-01-30 03:47:42.857142784+00:00,SUN
1218,7,2021-11-13 02:57:51.428571392+00:00,SUN
1219,9,2021-09-23 20:28:06.666666752+00:00,THU
1220,1,2022-07-04 00:00:00+00:00,MON
1221,4,2022-01-13 21:16:15+00:00,SUN
1222,1,2022-07-04 00:00:00+00:00,MON
1223,2,2021-04-11 12:00:00+00:00,SAT
1224,4,2022-02-20 18:00:00+00:00,SAT
1225,1,2022-08-08 00:00:00+00:00,MON
1226,2,2022-11-13 00:00:00+00:00,FRI
1227,30,2022-04-09 11:12:00+00:00,MON
1228,1,2022-08-13 00:00:00+00:00,SAT
1229,1,2022-04-22 00:00:00+00:00,FRI
1230,2,2022-07-27 12:00:00+00:00,THU
1231,5,2022-02-15 14:24:00+00:00,THU
1232,1,2022-08-04 00:00:00+00:00,THU
1233,4,2022-06-07 06:00:00+00:00,SUN
1234,4,2021-12-02 18:00:00+00:00,SUN
1235,1,2022-08-13 00:00:00+00:00,SAT
1236,2,2022-09-18 12:00:00+00:00,WED
1237,1,2022-08-17 00:00:00+00:00,WED
1238,2,2022-06-23 00:00:00+00:00,SAT
1239,1,2022-08-17 00:00:00+00:00,WED
1240,5,2022-08-01 00:00:00+00:00,WED
1241,1,2022-08-16 00:00:00+00:00,TUE
1242,12,2021-12-03 22:41:30+00:00,FRI
1243,6,2021-10-08 11:57:00+00:00,MON
1244,2,2023-02-02 12:00:00+00:00,SAT
1245,6,2021-12-10 11:02:00+00:00,FRI
1246,1,2022-08-11 00:00:00+00:00,THU
1247,1,2022-08-14 00:00:00+00:00,SUN
1248,1,2022-08-21 00:00:00+00:00,SUN
1249,1,2022-08-15 00:00:00+00:00,MON
1250,2,2023-01-03 12:00:00+00:00,THU
1251,12,2022-04-13 08:50:14.999999744+00:00,SAT
1252,4,2021-02-07 18:00:00+00:00,FRI
1253,1,2022-08-21 00:00:00+00:00,SUN
1254,1,2022-08-03 00:00:00+00:00,WED
1255,2,2021-09-01 00:00:00+00:00,SUN
1256,1,2022-08-20 00:00:00+00:00,SAT
1257,5,2021-07-13 00:00:00+00:00,MON
1258,4,2022-02-08 18:00:00+00:00,SAT
1259,1,2022-08-14 00:00:00+00:00,SUN
1260,2,2023-02-10 12:00:00+00:00,SAT
1261,1,2022-08-22 00:00:00+00:00,MON
1262,1,2022-08-06 00:00:00+00:00,SAT
1263,6,2021-05-27 20:00:00+00:00,SUN
1264,3,2021-11-25 00:00:00+00:00,WED
1265,2,2022-12-29 00:00:00+00:00,TUE
1266,1,2022-08-12 00:00:00+00:00,FRI
1267,2,2023-02-05 12:00:00+00:00,SUN
1268,1,2022-08-10 00:00:00+00:00,WED
1269,1,2022-08-24 00:00:00+00:00,WED
1270,3,2021-01-26 08:00:00+00:00,WED
1271,2,2022-10-10 12:00:00+00:00,SUN
1272,2,2022-10-28 12:00:00+00:00,TUE
1273,1,2022-08-18 00:00:00+00:00,THU
1274,1,2022-08-24 00:00:00+00:00,WED
1275,1,2022-08-25 00:00:00+00:00,THU
1276,1,2022-08-25 00:00:00+00:00,THU
1277,3,2021-11-28 08:00:00+00:00,SAT
1278,13,2022-01-18 13:29:00.000000256+00:00,SAT
1279,4,2022-03-31 00:00:00+00:00,WED
1280,1,2022-07-23 00:00:00+00:00,SAT
1281,3,2022-03-26 00:00:00+00:00,MON
1282,3,2022-04-09 16:00:00+00:00,MON
1283,3,2023-03-31 16:00:00+00:00,SUN
1284,2,2021-08-16 00:00:00+00:00,WED
1285,1,2022-08-21 00:00:00+00:00,SUN
1286,10,2021-07-12 14:24:00+00:00,SAT
1287,4,2021-10-27 18:00:00+00:00,TUE
1288,4,2021-11-17 00:00:00+00:00,WED
1289,5,2022-06-05 22:22:36+00:00,SUN
1290,1,2022-08-28 16:31:00+00:00,SUN
1291,1,2022-08-18 00:00:00+00:00,THU
1292,1,2022-08-27 00:00:00+00:00,SAT
1293,1,2022-08-20 00:00:00+00:00,SAT
1294,1,2022-08-10 00:00:00+00:00,WED
1295,3,2022-08-28 04:23:20+00:00,MON
1296,1,2022-08-30 15:44:00+00:00,TUE
1297,1,2022-08-20 18:38:00+00:00,SAT
1298,1,2022-08-24 00:00:00+00:00,WED
1299,1,2022-08-25 00:00:00+00:00,THU
1300,2,2021-05-01 12:00:00+00:00,TUE
1301,1,2022-08-30 00:00:00+00:00,TUE
1302,2,2022-08-20 12:00:00+00:00,TUE
1303,1,2022-08-26 00:00:00+00:00,FRI
1304,1,2022-08-27 00:00:00+00:00,SAT
1305,1,2022-07-11 00:00:00+00:00,MON
1306,1,2022-08-24 00:00:00+00:00,WED
1307,1,2022-08-31 00:00:00+00:00,WED
1308,1,2022-08-31 00:00:00+00:00,WED
1309,1,2022-09-01 00:00:00+00:00,THU
1310,8,2022-01-05 15:00:00+00:00,WED
1311,2,2022-06-04 12:00:00+00:00,SAT
1312,1,2022-09-03 00:00:00+00:00,SAT
1313,22,2021-10-22 00:00:00+00:00,FRI
1314,2,2021-08-30 08:50:00+00:00,SUN
1315,14,2021-11-09 06:17:08.571428608+00:00,SUN
1316,1,2022-09-04 00:00:00+00:00,SUN
1317,5,2021-12-26 14:24:00+00:00,WED
1318,3,2021-12-25 16:00:00+00:00,SAT
1319,6,2021-11-11 08:00:00+00:00,SUN
1320,1,2022-06-21 00:00:00+00:00,TUE
1321,3,2022-11-09 08:00:00+00:00,TUE
1322,1,2022-08-26 00:00:00+00:00,FRI
1323,2,2022-07-02 12:00:00+00:00,WED
1324,1,2022-08-22 00:00:00+00:00,MON
1325,1,2022-08-30 00:00:00+00:00,TUE
1326,4,2021-06-12 18:00:00+00:00,SUN
1327,4,2021-12-08 19:10:00+00:00,WED
1328,2,2021-11-07 22:10:30+00:00,MON
1329,2,2023-03-04 00:00:00+00:00,SUN
1330,2,2022-11-26 00:26:30+00:00,SUN
1331,1,2022-09-04 00:00:00+00:00,SUN
1332,5,2022-09-03 16:13:00+00:00,SAT
1333,1,2022-09-08 00:00:00+00:00,THU
1334,1,2022-09-08 00:00:00+00:00,THU
1335,3,2022-04-05 05:56:40+00:00,TUE
1336,1,2022-08-25 00:00:00+00:00,THU
1337,2,2022-11-27 00:00:00+00:00,MON
1338,1,2022-09-03 00:00:00+00:00,SAT
1339,1,2022-09-05 00:00:00+00:00,MON
1340,1,2022-08-30 00:00:00+00:00,TUE
1341,2,2021-12-31 12:00:00+00:00,MON
1342,8,2022-05-06 12:42:30+00:00,SUN
1343,1,2022-09-07 00:00:00+00:00,WED
1344,2,2022-02-09 00:00:00+00:00,SUN
1345,1,2022-09-03 00:00:00+00:00,SAT
1346,1,2022-09-11 00:00:00+00:00,SUN
1347,2,2021-10-21 00:00:00+00:00,TUE
1348,1,2022-08-31 00:00:00+00:00,WED
1349,1,2022-09-08 00:00:00+00:00,THU
1350,1,2022-09-09 00:00:00+00:00,FRI
1351,1,2022-08-27 00:00:00+00:00,SAT
1352,2,2022-07-11 12:00:00+00:00,TUE
1353,1,2022-08-22 00:00:00+00:00,MON
1354,1,2022-06-11 00:00:00+00:00,SAT
1355,6,2021-08-27 23:31:50+00:00,SUN
1356,1,2022-09-05 00:00:00+00:00,MON
1357,3,2022-02-05 00:00:00+00:00,SUN
1358,2,2022-06-11 00:00:00+00:00,MON
1359,1,2022-09-16 00:00:00+00:00,FRI
1360,1,2022-09-06 00:00:00+00:00,TUE
1361,10,2021-05-15 19:12:00+00:00,WED
1362,4,2022-10-23 09:00:00+00:00,SUN
1363,1,2022-09-10 00:00:00+00:00,SAT
1364,1,2022-09-12 11:08:00+00:00,MON
1365,1,2022-09-09 00:00:00+00:00,FRI
1366,1,2022-09-15 00:20:00+00:00,THU
1367,4,2021-02-21 12:00:00+00:00,THU
1368,1,2022-09-14 00:00:00+00:00,WED
1369,3,2021-05-07 05:13:40+00:00,SUN
1370,2,2022-01-06 00:00:00+00:00,SAT
1371,1,2022-09-09 00:00:00+00:00,FRI
1372,3,2022-07-08 08:00:00+00:00,FRI
1373,1,2022-09-18 00:00:00+00:00,SUN
1374,18,2021-06-09 14:00:33.333333248+00:00,FRI
1375,1,2022-09-14 00:00:00+00:00,WED
1376,1,2022-09-16 00:00:00+00:00,FRI
1377,1,2022-09-18 00:00:00+00:00,SUN
1378,1,2022-09-19 00:00:00+00:00,MON
1379,4,2021-07-01 01:39:45+00:00,TUE
1380,1,2022-09-19 00:00:00+00:00,MON
1381,1,2022-08-30 00:00:00+00:00,TUE
1382,2,2023-01-15 12:00:00+00:00,FRI
1383,1,2022-09-19 00:00:00+00:00,MON
1384,1,2022-09-19 00:00:00+00:00,MON
1385,4,2023-02-13 18:00:00+00:00,TUE
1386,1,2022-09-10 00:00:00+00:00,SAT
1387,1,2022-08-06 00:00:00+00:00,SAT
1388,1,2022-09-21 00:00:00+00:00,WED
1389,3,2022-08-16 16:00:00+00:00,THU
1390,1,2022-09-22 00:00:00+00:00,THU
1391,2,2021-09-06 12:00:00+00:00,THU
1392,4,2022-01-26 03:47:30+00:00,TUE
1393,2,2021-07-25 17:30:00+00:00,WED
1394,1,2022-09-24 06:33:00+00:00,SAT
1395,2,2022-06-13 01:35:30+00:00,FRI
1396,7,2022-05-04 01:34:17.142857216+00:00,THU
1397,1,2022-09-16 00:00:00+00:00,FRI
1398,3,2022-11-23 05:36:00+00:00,SAT
1399,2,2022-06-06 00:00:00+00:00,MON
1400,1,2022-09-23 00:00:00+00:00,FRI
1401,1,2022-07-31 00:00:00+00:00,SUN
1402,1,2022-09-21 00:00:00+00:00,WED
1403,3,2021-02-12 08:00:00+00:00,THU
1404,2,2021-05-26 00:00:00+00:00,MON
1405,1,2022-09-26 00:00:00+00:00,MON
1406,2,2021-11-02 23:08:00+00:00,SAT
1407,6,2022-09-30 03:42:20+00:00,TUE
1408,1,2022-09-23 00:00:00+00:00,FRI
1409,1,2022-09-13 00:00:00+00:00,TUE
1410,1,2022-09-30 00:00:00+00:00,FRI
1411,1,2022-09-17 00:00:00+00:00,SAT
1412,2,2022-12-04 00:00:00+00:00,FRI
1413,5,2022-04-24 08:46:36+00:00,THU
1414,6,2022-02-05 12:00:00+00:00,MON
1415,5,2022-04-15 19:12:00+00:00,WED
1416,4,2022-07-25 06:00:00+00:00,MON
1417,9,2021-09-24 10:40:00+00:00,SUN
1418,6,2021-11-07 15:35:00+00:00,SUN
1419,1,2022-09-29 00:00:00+00:00,THU
1420,1,2022-09-06 00:00:00+00:00,TUE
1421,1,2022-10-03 00:00:00+00:00,MON
1422,2,2022-06-04 00:00:00+00:00,SUN
1423,1,2022-10-02 00:00:00+00:00,SUN
1424,4,2021-11-24 09:38:00+00:00,TUE
1425,1,2022-09-29 00:00:00+00:00,THU
1426,1,2022-09-30 00:00:00+00:00,FRI
1427,4,2022-01-06 00:00:00+00:00,TUE
1428,5,2022-01-24 21:49:36+00:00,TUE
1429,1,2022-10-04 00:00:00+00:00,TUE
1430,1,2022-10-03 00:00:00+00:00,MON
1431,1,2022-09-28 00:00:00+00:00,WED
1432,1,2022-09-20 00:00:00+00:00,TUE
1433,1,2022-10-01 00:00:00+00:00,SAT
1434,3,2021-12-05 16:00:00+00:00,WED
1435,3,2021-06-22 08:00:00+00:00,WED
1436,2,2022-01-07 00:00:00+00:00,WED
1437,8,2021-11-19 15:00:00+00:00,WED
1438,7,2022-11-17 23:03:08.571428608+00:00,TUE
1439,1,2022-10-05 00:00:00+00:00,WED
1440,1,2022-10-01 00:00:00+00:00,SAT
1441,3,2022-05-22 08:00:00+00:00,TUE
1442,1,2022-10-04 00:00:00+00:00,TUE
1443,7,2021-08-24 22:57:08.571428608+00:00,SAT
1444,1,2022-10-06 00:00:00+00:00,THU
1445,5,2021-08-24 00:00:00+00:00,WED
1446,6,2021-11-23 04:00:00+00:00,SUN
1447,1,2022-09-29 00:00:00+00:00,THU
1448,1,2022-10-10 00:00:00+00:00,MON
1449,1,2022-09-14 00:00:00+00:00,WED
1450,1,2022-10-08 00:00:00+00:00,SAT
1451,1,2022-10-07 13:30:00+00:00,FRI
1452,1,2022-07-15 09:15:00+00:00,FRI
1453,3,2022-03-22 16:00:00+00:00,WED
1454,2,2022-12-17 12:00:00+00:00,THU
1455,1,2022-10-09 00:00:00+00:00,SUN
1456,2,2022-03-16 12:00:00+00:00,SUN
1457,11,2022-04-04 05:52:16.363636480+00:00,MON
1458,3,2022-10-22 08:00:00+00:00,WED
1459,4,2022-05-23 18:00:00+00:00,TUE
1460,1,2022-10-09 00:00:00+00:00,SUN
1461,1,2022-08-29 00:00:00+00:00,MON
1462,1,2022-10-07 00:00:00+00:00,FRI
1463,1,2022-10-14 00:00:00+00:00,FRI
1464,4,2021-08-13 06:00:00+00:00,SUN
1465,6,2021-07-15 12:00:00+00:00,TUE
1466,4,2022-08-25 18:00:00+00:00,TUE
1467,3,2022-03-18 00:00:00+00:00,WED
1468,3,2021-09-08 06:52:40+00:00,SAT
1469,2,2022-08-11 12:00:00+00:00,THU
1470,1,2022-09-06 00:00:00+00:00,TUE
1471,7,2021-08-29 06:51:25.714285824+00:00,SAT
1472,2,2022-01-07 00:00:00+00:00,FRI
1473,1,2022-10-15 00:00:00+00:00,SAT
1474,1,2022-10-15 00:00:00+00:00,SAT
1475,1,2022-10-12 00:00:00+00:00,WED
1476,1,2022-10-11 00:00:00+00:00,TUE
1477,1,2022-10-14 00:00:00+00:00,FRI
1478,1,2022-10-13 00:00:00+00:00,THU
1479,2,2021-06-18 08:43:30+00:00,MON
1480,2,2021-12-30 12:00:00+00:00,MON
1481,12,2021-11-28 08:00:00+00:00,WED
1482,1,2022-10-16 00:00:00+00:00,SUN
1483,3,2021-06-01 15:20:00+00:00,SUN
1484,1,2022-10-09 00:00:00+00:00,SUN
1485,7,2021-11-11 00:00:00+00:00,THU
1486,1,2022-10-18 00:00:00+00:00,TUE
1487,5,2021-12-18 09:36:00+00:00,WED
1488,1,2022-10-16 00:00:00+00:00,SUN
1489,1,2022-10-13 00:00:00+00:00,THU
1490,1,2022-10-13 06:10:00+00:00,THU
1491,1,2022-10-17 00:00:00+00:00,MON
1492,4,2021-06-16 02:42:30+00:00,TUE
1493,1,2022-10-11 00:00:00+00:00,TUE
1494,4,2022-06-13 14:41:15+00:00,WED
1495,1,2022-10-16 00:00:00+00:00,SUN
1496,1,2022-10-16 00:00:00+00:00,SUN
1497,1,2022-10-13 00:00:00+00:00,THU
1498,1,2022-10-12 00:00:00+00:00,WED
1499,2,2022-11-10 12:00:00+00:00,THU
1500,1,2022-09-30 00:00:00+00:00,FRI
1501,1,2022-10-14 00:00:00+00:00,FRI
1502,7,2022-07-26 19:35:25.714285824+00:00,SAT
1503,7,2022-05-20 20:34:17.142857216+00:00,MON
1504,3,2021-07-09 07:43:20+00:00,MON
1505,1,2022-10-20 00:00:00+00:00,THU
1506,1,2022-10-21 00:00:00+00:00,FRI
1507,15,2021-12-23 09:03:52+00:00,TUE
1508,1,2022-10-06 00:00:00+00:00,THU
1509,1,2022-10-07 00:00:00+00:00,FRI
1510,1,2022-10-07 00:00:00+00:00,FRI
1511,16,2022-03-15 19:10:18.750000128+00:00,TUE
1512,1,2022-10-14 00:00:00+00:00,FRI
1513,1,2022-10-25 00:00:00+00:00,TUE
1514,1,2022-09-28 00:00:00+00:00,WED
1515,3,2022-03-10 16:00:00+00:00,MON
1516,1,2022-10-22 00:00:00+00:00,SAT
1517,1,2022-10-23 00:00:00+00:00,SUN
1518,2,2022-12-30 00:00:00+00:00,TUE
1519,1,2022-10-24 00:00:00+00:00,MON
1520,1,2022-10-26 00:00:00+00:00,WED
1521,2,2022-12-24 00:00:00+00:00,THU
1522,2,2022-07-14 12:00:00+00:00,WED
1523,2,2021-10-29 00:00:00+00:00,MON
1524,9,2021-04-13 15:45:00+00:00,WED
1525,1,2022-10-26 00:00:00+00:00,WED
1526,2,2021-10-20 12:00:00+00:00,THU
1527,1,2022-10-28 00:00:00+00:00,FRI
1528,1,2022-10-29 00:00:00+00:00,SAT
1529,1,2022-10-25 00:00:00+00:00,TUE
1530,3,2022-06-22 02:38:00+00:00,THU
1531,1,2022-10-20 00:00:00+00:00,THU
1532,6,2021-07-05 12:00:00+00:00,THU
1533,1,2022-10-30 00:00:00+00:00,SUN
1534,5,2022-03-09 18:59:00+00:00,SAT
1535,1,2022-10-30 00:00:00+00:00,SUN
1536,2,2022-07-12 12:00:00+00:00,SAT
1537,1,2022-10-31 08:45:00+00:00,MON
1538,1,2022-10-31 12:00:00+00:00,MON
1539,1,2022-10-26 00:00:00+00:00,WED
1540,10,2022-01-11 08:42:54+00:00,FRI
1541,6,2021-05-30 05:07:40+00:00,THU
1542,2,2023-03-12 12:00:00+00:00,SAT
1543,1,2022-11-01 00:00:00+00:00,TUE
1544,1,2022-10-28 00:00:00+00:00,FRI
1545,1,2022-11-04 00:00:00+00:00,FRI
1546,3,2022-11-13 00:00:00+00:00,TUE
1547,3,2021-09-30 22:04:40+00:00,FRI
1548,2,2021-06-13 12:00:00+00:00,TUE
1549,6,2022-02-13 20:00:00+00:00,TUE
1550,2,2022-03-30 00:00:00+00:00,FRI
1551,1,2022-11-01 00:00:00+00:00,TUE
1552,1,2022-11-02 00:00:00+00:00,WED
1553,1,2022-10-30 00:00:00+00:00,SUN
1554,8,2022-09-15 06:00:00+00:00,THU
1555,1,2022-10-18 00:00:00+00:00,TUE
1556,1,2022-11-04 00:00:00+00:00,FRI
1557,2,2023-01-17 12:00:00+00:00,THU
1558,2,2022-05-07 19:06:00+00:00,SAT
1559,8,2021-11-11 22:46:15+00:00,SAT
1560,1,2022-11-07 00:00:00+00:00,MON
1561,2,2022-05-14 00:00:00+00:00,SAT
1562,1,2022-10-29 00:00:00+00:00,SAT
1563,3,2021-08-30 00:00:00+00:00,SUN
1564,2,2022-11-21 12:00:00+00:00,MON
1565,1,2022-11-09 00:00:00+00:00,WED
1566,1,2022-11-11 00:00:00+00:00,FRI
1567,1,2022-10-14 00:00:00+00:00,FRI
1568,1,2022-10-22 00:00:00+00:00,SAT
1569,2,2021-08-16 00:00:00+00:00,FRI
1570,5,2022-09-10 04:48:00+00:00,SAT
1571,9,2021-12-21 16:32:26.666666752+00:00,FRI
1572,4,2022-07-25 00:00:00+00:00,SUN
1573,1,2022-11-13 00:00:00+00:00,SUN
1574,2,2022-06-18 00:00:00+00:00,TUE
1575,1,2022-11-02 00:00:00+00:00,WED
1576,1,2022-11-10 00:00:00+00:00,THU
1577,5,2021-11-06 19:12:00+00:00,SAT
1578,1,2022-11-13 00:00:00+00:00,SUN
1579,1,2022-11-17 00:00:00+00:00,THU
1580,2,2021-08-21 12:00:00+00:00,THU
1581,3,2022-09-03 00:00:00+00:00,THU
1582,1,2022-11-16 00:00:00+00:00,WED
1583,1,2022-11-13 00:00:00+00:00,SUN
1584,8,2021-09-21 17:19:45+00:00,THU
1585,2,2023-03-31 12:00:00+00:00,FRI
1586,1,2022-11-21 00:00:00+00:00,MON
1587,9,2021-06-21 21:20:00+00:00,MON
1588,2,2021-09-17 00:00:00+00:00,FRI
1589,2,2022-02-09 00:00:00+00:00,TUE
1590,1,2022-11-19 00:00:00+00:00,SAT
1591,1,2022-11-12 00:00:00+00:00,SAT
1592,1,2022-11-01 00:00:00+00:00,TUE
1593,2,2022-07-01 00:00:00+00:00,THU
1594,3,2021-10-13 00:00:00+00:00,THU
1595,5,2022-05-14 00:00:00+00:00,SAT
1596,1,2022-11-09 00:00:00+00:00,WED
1597,1,2022-11-18 00:00:00+00:00,FRI
1598,3,2023-05-19 00:00:00+00:00,THU
1599,7,2022-03-06 13:42:51.428571392+00:00,MON
1600,1,2022-11-13 00:00:00+00:00,SUN
1601,2,2023-02-23 00:00:00+00:00,SUN
1602,2,2022-07-16 00:00:00+00:00,THU
1603,1,2022-11-17 00:00:00+00:00,THU
1604,1,2022-11-22 00:00:00+00:00,TUE
1605,1,2022-11-16 00:00:00+00:00,WED
1606,1,2022-11-21 00:00:00+00:00,MON
1607,1,2022-10-16 00:00:00+00:00,SUN
1608,1,2022-11-26 00:00:00+00:00,SAT
1609,4,2022-08-16 06:00:00+00:00,SUN
1610,1,2022-11-13 00:00:00+00:00,SUN
1611,1,2022-11-09 00:00:00+00:00,WED
1612,1,2022-11-26 00:00:00+00:00,SAT
1613,1,2022-10-24 00:00:00+00:00,MON
1614,4,2022-04-21 06:00:00+00:00,THU
1615,3,2022-09-25 08:00:00+00:00,MON
1616,1,2022-11-24 00:00:00+00:00,THU
1617,1,2022-11-23 00:00:00+00:00,WED
1618,1,2022-11-23 00:00:00+00:00,WED
1619,5,2022-10-29 16:47:00+00:00,MON
1620,1,2022-11-22 00:00:00+00:00,TUE
1621,4,2022-02-06 12:00:00+00:00,WED
1622,1,2022-11-26 00:00:00+00:00,SAT
1623,1,2022-11-29 00:00:00+00:00,TUE
1624,3,2021-04-13 00:00:00+00:00,TUE
1625,1,2022-12-02 07:37:00+00:00,FRI
1626,1,2022-11-18 00:00:00+00:00,FRI
1627,1,2022-11-30 00:00:00+00:00,WED
1628,2,2022-01-05 12:00:00+00:00,WED
1629,2,2022-11-29 12:00:00+00:00,SAT
1630,1,2022-11-20 00:00:00+00:00,SUN
1631,1,2022-11-28 00:00:00+00:00,MON
1632,1,2022-11-28 00:00:00+00:00,MON
