cluster,number_of_accidents,average_accident_time,most_common_day
3269,3,2020-10-24 00:00:00+00:00,SUN
3270,1,2020-06-24 00:00:00+00:00,WED
3271,1,2020-06-25 00:00:00+00:00,THU
3272,4,2021-02-23 00:00:00+00:00,THU
3273,1,2020-06-18 00:00:00+00:00,THU
3274,1,2020-06-30 00:00:00+00:00,TUE
3275,1,2020-07-03 00:00:00+00:00,FRI
3276,5,2021-01-15 04:48:00+00:00,TUE
3277,1,2020-06-29 00:00:00+00:00,MON
3278,1,2020-07-06 00:00:00+00:00,MON
3279,2,2020-07-26 00:00:00+00:00,SAT
3280,1,2020-07-09 00:00:00+00:00,THU
3281,1,2020-07-11 00:00:00+00:00,SAT
3282,1,2020-07-10 00:00:00+00:00,FRI
3283,6,2021-01-23 20:00:00+00:00,FRI
3284,1,2020-07-17 00:00:00+00:00,FRI
3285,1,2020-07-20 00:00:00+00:00,MON
3286,1,2020-07-19 00:00:00+00:00,SUN
3287,1,2020-07-28 00:00:00+00:00,TUE
3288,1,2020-07-26 00:00:00+00:00,SUN
3289,1,2020-07-27 00:00:00+00:00,MON
3290,3,2021-02-16 16:00:00+00:00,TUE
3291,1,2020-08-01 00:00:00+00:00,SAT
3292,1,2020-07-19 00:00:00+00:00,SUN
3293,2,2020-08-25 12:00:00+00:00,WED
3294,5,2021-02-13 00:00:00+00:00,TUE
3295,2,2020-11-09 00:00:00+00:00,WED
3296,3,2021-04-07 08:00:00+00:00,WED
3297,3,2020-11-20 08:00:00+00:00,FRI
3298,2,2020-12-18 12:00:00+00:00,SUN
3299,1,2020-08-11 00:00:00+00:00,TUE
3300,1,2020-08-05 00:00:00+00:00,WED
3301,1,2020-07-18 00:00:00+00:00,SAT
3302,1,2020-08-14 00:00:00+00:00,FRI
3303,1,2020-08-11 00:00:00+00:00,TUE
3304,1,2020-08-15 00:00:00+00:00,SAT
3305,1,2020-08-15 00:00:00+00:00,SAT
3306,1,2020-08-06 00:00:00+00:00,THU
3307,3,2020-11-19 08:00:00+00:00,FRI
3308,1,2020-08-14 00:00:00+00:00,FRI
3309,1,2020-08-16 00:00:00+00:00,SUN
3310,1,2020-08-18 00:00:00+00:00,TUE
3311,1,2020-08-17 00:00:00+00:00,MON
3312,1,2020-08-21 00:00:00+00:00,FRI
3313,1,2020-08-08 00:00:00+00:00,SAT
3314,1,2020-08-22 18:08:00+00:00,SAT
3315,1,2020-08-20 00:00:00+00:00,THU
3316,1,2020-08-30 00:00:00+00:00,SUN
3317,3,2020-11-04 20:20:00+00:00,SAT
3318,1,2020-08-20 00:00:00+00:00,THU
3319,1,2020-09-01 00:00:00+00:00,TUE
3320,1,2020-09-02 00:00:00+00:00,WED
3321,1,2020-08-30 00:00:00+00:00,SUN
3322,1,2020-08-24 00:00:00+00:00,MON
3323,1,2020-08-25 00:00:00+00:00,TUE
3324,1,2020-08-27 00:00:00+00:00,THU
3325,1,2020-08-29 00:00:00+00:00,SAT
3326,1,2020-08-30 00:00:00+00:00,SUN
3327,2,2020-09-07 00:00:00+00:00,MON
3328,1,2020-08-04 00:00:00+00:00,TUE
3329,1,2020-09-05 00:00:00+00:00,SAT
3330,1,2020-09-06 00:00:00+00:00,SUN
3331,2,2020-09-09 12:00:00+00:00,SAT
3332,1,2020-09-09 00:00:00+00:00,WED
3333,1,2020-09-09 00:00:00+00:00,WED
3334,1,2020-09-12 00:00:00+00:00,SAT
3335,1,2020-09-11 00:00:00+00:00,FRI
3336,1,2020-09-13 00:00:00+00:00,SUN
3337,1,2020-09-08 00:00:00+00:00,TUE
3338,1,2020-09-06 00:00:00+00:00,SUN
3339,1,2020-09-17 00:00:00+00:00,THU
3340,1,2020-09-20 00:00:00+00:00,SUN
3341,1,2020-09-18 00:00:00+00:00,FRI
3342,1,2020-09-26 00:00:00+00:00,SAT
3343,1,2020-05-31 00:00:00+00:00,SUN
3344,1,2020-10-07 00:00:00+00:00,WED
3345,1,2020-10-07 00:00:00+00:00,WED
3346,1,2020-10-04 00:00:00+00:00,SUN
3347,1,2020-10-10 00:00:00+00:00,SAT
3348,1,2020-10-16 00:00:00+00:00,FRI
3349,1,2020-10-06 00:00:00+00:00,TUE
3350,1,2020-10-17 00:00:00+00:00,SAT
3351,1,2020-10-17 12:30:00+00:00,SAT
3352,1,2020-10-16 00:00:00+00:00,FRI
3353,1,2020-10-19 00:00:00+00:00,MON
3354,1,2020-10-20 00:00:00+00:00,TUE
3355,1,2020-10-17 00:00:00+00:00,SAT
3356,1,2020-10-23 00:00:00+00:00,FRI
3357,1,2020-10-22 00:00:00+00:00,THU
3358,1,2020-10-22 00:00:00+00:00,THU
3359,1,2020-10-24 00:00:00+00:00,SAT
3360,1,2020-10-25 00:00:00+00:00,SUN
3361,1,2020-10-28 00:00:00+00:00,WED
3362,1,2020-10-30 00:00:00+00:00,FRI
3363,1,2020-11-04 00:00:00+00:00,WED
3364,1,2020-11-05 00:00:00+00:00,THU
3365,1,2020-11-05 10:03:00+00:00,THU
3366,1,2020-11-04 00:00:00+00:00,WED
3367,1,2020-11-11 00:00:00+00:00,WED
3368,1,2020-11-06 00:00:00+00:00,FRI
3369,2,2021-01-24 00:00:00+00:00,FRI
3370,2,2021-01-13 00:00:00+00:00,FRI
3371,1,2020-11-27 00:00:00+00:00,FRI
3372,1,2020-11-24 00:00:00+00:00,TUE
3373,1,2020-11-29 00:00:00+00:00,SUN
3374,2,2021-03-18 12:00:00+00:00,SUN
3375,1,2020-12-08 00:00:00+00:00,TUE
3376,1,2020-12-06 00:00:00+00:00,SUN
3377,1,2020-11-25 00:00:00+00:00,WED
3378,2,2021-05-02 12:00:00+00:00,TUE
3379,2,2020-12-21 12:00:00+00:00,FRI
3380,1,2020-12-06 00:00:00+00:00,SUN
3381,1,2020-12-19 00:00:00+00:00,SAT
3382,2,2021-03-12 12:00:00+00:00,THU
3383,1,2020-12-18 00:00:00+00:00,FRI
3384,2,2021-02-02 12:00:00+00:00,FRI
3385,1,2020-12-30 00:00:00+00:00,WED
3386,1,2020-12-30 00:00:00+00:00,WED
3387,1,2020-12-31 00:00:00+00:00,THU
3388,1,2021-01-05 00:00:00+00:00,TUE
3389,2,2021-02-11 12:00:00+00:00,THU
3390,1,2020-12-16 00:00:00+00:00,WED
3391,1,2020-12-29 00:00:00+00:00,TUE
3392,1,2021-01-06 00:00:00+00:00,WED
3393,1,2021-01-08 00:00:00+00:00,FRI
3394,1,2021-01-09 00:00:00+00:00,SAT
3395,1,2021-01-10 00:00:00+00:00,SUN
3396,1,2021-01-15 00:00:00+00:00,FRI
3397,1,2021-01-15 00:00:00+00:00,FRI
3398,1,2021-01-20 00:00:00+00:00,WED
3399,2,2021-04-27 00:00:00+00:00,FRI
3400,1,2021-01-30 00:00:00+00:00,SAT
3401,2,2021-02-15 00:00:00+00:00,WED
3402,1,2021-02-02 00:00:00+00:00,TUE
3403,2,2021-02-16 12:00:00+00:00,TUE
3404,2,2021-05-04 12:00:00+00:00,TUE
3405,1,2020-12-31 00:00:00+00:00,THU
3406,1,2021-02-03 00:00:00+00:00,WED
3407,1,2021-02-06 00:00:00+00:00,SAT
3408,1,2021-02-05 00:00:00+00:00,FRI
3409,2,2021-06-18 00:00:00+00:00,THU
3410,1,2021-02-12 00:00:00+00:00,FRI
3411,1,2021-02-13 00:00:00+00:00,SAT
3412,1,2021-02-18 00:00:00+00:00,THU
3413,1,2021-02-27 00:00:00+00:00,SAT
3414,1,2021-02-26 00:00:00+00:00,FRI
3415,1,2021-02-16 00:00:00+00:00,TUE
3416,2,2021-03-12 12:00:00+00:00,WED
3417,1,2021-02-18 00:00:00+00:00,THU
3418,1,2021-02-23 00:00:00+00:00,TUE
3419,1,2021-03-04 00:00:00+00:00,THU
3420,1,2021-03-04 00:00:00+00:00,THU
3421,1,2021-02-21 00:00:00+00:00,SUN
3422,1,2021-02-19 00:00:00+00:00,FRI
3423,2,2021-04-11 00:00:00+00:00,THU
3424,1,2021-03-09 00:00:00+00:00,TUE
3425,1,2021-03-10 00:00:00+00:00,WED
3426,1,2021-03-10 00:00:00+00:00,WED
3427,1,2021-03-14 00:00:00+00:00,SUN
3428,2,2021-04-29 00:00:00+00:00,FRI
3429,2,2021-05-28 12:00:00+00:00,SAT
3430,1,2021-03-16 00:00:00+00:00,TUE
3431,2,2021-04-03 12:00:00+00:00,MON
3432,1,2021-03-17 00:00:00+00:00,WED
3433,1,2021-04-02 00:00:00+00:00,FRI
3434,1,2021-04-03 00:00:00+00:00,SAT
3435,1,2021-04-01 00:00:00+00:00,THU
3436,1,2021-04-09 00:00:00+00:00,FRI
3437,1,2021-04-09 00:00:00+00:00,FRI
3438,1,2021-04-08 00:00:00+00:00,THU
3439,1,2021-04-08 00:00:00+00:00,THU
3440,2,2021-06-28 00:00:00+00:00,SUN
3441,1,2021-04-13 00:00:00+00:00,TUE
3442,1,2021-04-12 00:00:00+00:00,MON
3443,1,2021-04-16 00:00:00+00:00,FRI
3444,1,2021-04-16 00:00:00+00:00,FRI
3445,1,2021-04-06 00:00:00+00:00,TUE
3446,1,2021-04-22 00:00:00+00:00,THU
3447,1,2021-04-22 00:00:00+00:00,THU
3448,1,2021-04-19 00:00:00+00:00,MON
3449,1,2021-04-09 00:00:00+00:00,FRI
3450,1,2021-04-14 00:00:00+00:00,WED
3451,1,2021-04-20 00:00:00+00:00,TUE
3452,3,2021-05-19 08:00:00+00:00,FRI
3453,1,2021-04-07 00:00:00+00:00,WED
3454,1,2021-05-05 00:00:00+00:00,WED
3455,1,2021-04-30 00:00:00+00:00,FRI
3456,2,2021-06-04 12:00:00+00:00,FRI
3457,1,2021-04-30 00:00:00+00:00,FRI
3458,1,2021-04-26 00:00:00+00:00,MON
3459,2,2021-06-10 00:00:00+00:00,THU
3460,1,2021-05-15 00:00:00+00:00,SAT
3461,1,2021-05-21 00:00:00+00:00,FRI
3462,1,2021-05-19 00:00:00+00:00,WED
3463,1,2021-05-23 00:00:00+00:00,SUN
3464,2,2021-06-05 00:00:00+00:00,SUN
3465,2,2021-06-02 00:00:00+00:00,SAT
3466,1,2021-05-15 00:00:00+00:00,SAT
3467,1,2021-05-27 00:00:00+00:00,THU
3468,1,2021-05-25 00:00:00+00:00,TUE
3469,1,2021-05-30 00:00:00+00:00,SUN
3470,1,2021-06-06 00:00:00+00:00,SUN
3471,1,2021-04-30 00:00:00+00:00,FRI
3472,1,2021-06-07 00:00:00+00:00,MON
3473,1,2021-06-06 00:00:00+00:00,SUN
3474,1,2021-06-05 00:00:00+00:00,SAT
3475,1,2021-06-14 00:00:00+00:00,MON
3476,1,2021-06-10 00:00:00+00:00,THU
3477,1,2021-05-26 00:00:00+00:00,WED
3478,1,2021-06-16 00:00:00+00:00,WED
3479,1,2021-06-23 00:00:00+00:00,WED
3480,1,2021-06-21 16:34:00+00:00,MON
3481,1,2021-06-23 00:00:00+00:00,WED
3482,1,2021-06-08 00:00:00+00:00,TUE
3483,1,2021-06-21 00:00:00+00:00,MON
3484,1,2021-06-29 00:00:00+00:00,TUE
3485,1,2021-07-01 00:00:00+00:00,THU
3486,1,2021-07-01 00:00:00+00:00,THU
3487,1,2021-06-27 00:00:00+00:00,SUN
3488,1,2021-07-04 00:00:00+00:00,SUN
3489,1,2021-06-18 00:00:00+00:00,FRI
3490,1,2021-07-13 00:00:00+00:00,TUE
3491,1,2021-07-17 00:00:00+00:00,SAT
3492,1,2021-07-17 00:00:00+00:00,SAT
3493,1,2021-07-15 00:00:00+00:00,THU
3494,1,2021-07-18 00:00:00+00:00,SUN
3495,1,2021-07-21 00:00:00+00:00,WED
3496,1,2021-08-02 00:00:00+00:00,MON
3497,1,2021-07-30 22:55:00+00:00,FRI
3498,1,2021-07-28 10:05:00+00:00,WED
3499,1,2021-07-31 01:09:00+00:00,SAT
3500,1,2021-07-21 00:00:00+00:00,WED
3501,1,2021-07-23 00:00:00+00:00,FRI
3502,1,2021-07-21 00:00:00+00:00,WED
3503,1,2021-07-14 00:00:00+00:00,WED
3504,2,2021-12-29 00:00:00+00:00,SAT
3505,1,2021-07-11 00:00:00+00:00,SUN
3506,1,2021-08-20 00:00:00+00:00,FRI
3507,1,2021-08-12 00:00:00+00:00,THU
3508,1,2021-08-18 00:00:00+00:00,WED
3509,1,2021-08-21 00:00:00+00:00,SAT
3510,1,2021-08-25 00:00:00+00:00,WED
3511,1,2021-08-21 00:17:00+00:00,SAT
3512,1,2021-08-30 00:00:00+00:00,MON
3513,1,2021-09-01 00:00:00+00:00,WED
3514,1,2021-08-30 00:00:00+00:00,MON
3515,1,2021-09-02 01:34:00+00:00,THU
3516,1,2021-09-09 00:00:00+00:00,THU
3517,1,2021-06-26 00:00:00+00:00,SAT
3518,1,2021-09-14 00:00:00+00:00,TUE
3519,1,2021-06-18 00:00:00+00:00,FRI
3520,1,2021-09-16 00:00:00+00:00,THU
3521,1,2021-09-10 00:00:00+00:00,FRI
3522,1,2021-08-30 00:00:00+00:00,MON
3523,1,2021-10-01 20:00:00+00:00,FRI
3524,1,2021-10-09 00:00:00+00:00,SAT
3525,1,2021-10-01 00:00:00+00:00,FRI
3526,1,2021-06-07 00:00:00+00:00,MON
3527,1,2021-09-16 23:50:00+00:00,THU
3528,1,2021-09-22 00:00:00+00:00,WED
3529,1,2021-10-31 00:00:00+00:00,SUN
3530,1,2021-10-27 00:00:00+00:00,WED
3531,1,2021-11-06 00:00:00+00:00,SAT
3532,1,2021-11-11 00:00:00+00:00,THU
3533,1,2021-11-02 00:00:00+00:00,TUE
3534,1,2021-11-20 00:00:00+00:00,SAT
3535,1,2021-11-22 00:00:00+00:00,MON
3536,1,2021-11-22 00:00:00+00:00,MON
3537,1,2021-11-23 00:00:00+00:00,TUE
3538,1,2021-11-29 00:00:00+00:00,MON
3539,1,2021-12-13 00:00:00+00:00,MON
3540,1,2021-12-21 00:00:00+00:00,TUE
3541,1,2021-10-11 00:00:00+00:00,MON
3542,1,2021-12-30 00:00:00+00:00,THU
3543,1,2022-01-19 00:00:00+00:00,WED
3544,1,2022-01-27 00:00:00+00:00,THU
3545,1,2022-01-29 00:00:00+00:00,SAT
3546,1,2021-12-27 00:00:00+00:00,MON
3547,1,2022-02-05 00:00:00+00:00,SAT
3548,1,2022-01-31 00:00:00+00:00,MON
3549,1,2022-02-09 00:00:00+00:00,WED
3550,1,2022-02-26 00:00:00+00:00,SAT
3551,1,2022-03-03 00:00:00+00:00,THU
3552,1,2022-02-28 00:00:00+00:00,MON
3553,1,2022-01-30 00:00:00+00:00,SUN
3554,1,2022-02-23 00:00:00+00:00,WED
3555,1,2022-03-05 00:00:00+00:00,SAT
3556,1,2022-02-04 00:00:00+00:00,FRI
3557,1,2022-02-09 00:00:00+00:00,WED
3558,1,2022-03-25 00:00:00+00:00,FRI
3559,1,2022-04-04 00:00:00+00:00,MON
3560,1,2022-04-18 00:00:00+00:00,MON
3561,1,2022-04-24 19:54:00+00:00,SUN
3562,1,2022-04-12 00:00:00+00:00,TUE
3563,1,2022-04-08 22:59:00+00:00,FRI
3564,1,2022-05-01 00:00:00+00:00,SUN
3565,1,2022-05-21 15:35:00+00:00,SAT
3566,1,2022-06-01 00:00:00+00:00,WED
3567,1,2022-06-08 00:00:00+00:00,WED
3568,1,2022-05-15 01:15:00+00:00,SUN
3569,1,2022-06-10 00:00:00+00:00,FRI
3570,1,2022-05-05 00:00:00+00:00,THU
3571,1,2022-04-27 00:00:00+00:00,WED
3572,1,2022-04-05 00:00:00+00:00,TUE
3573,1,2022-03-28 12:39:00+00:00,MON
3574,3,2021-04-04 11:40:00+00:00,WED
3575,1,2022-03-22 07:50:00+00:00,TUE
3576,1,2022-03-23 00:00:00+00:00,WED
3577,1,2022-03-20 13:10:00+00:00,SUN
3578,1,2022-03-15 00:00:00+00:00,TUE
3579,1,2022-03-14 08:29:00+00:00,MON
3580,1,2022-03-07 11:00:00+00:00,MON
3581,1,2022-02-03 00:00:00+00:00,THU
3582,1,2022-03-03 00:00:00+00:00,THU
3583,1,2022-02-10 00:00:00+00:00,THU
3584,1,2022-02-02 02:00:00+00:00,WED
3585,1,2022-01-24 00:00:00+00:00,MON
3586,1,2022-01-24 00:00:00+00:00,MON
3587,1,2022-01-17 00:00:00+00:00,MON
3588,3,2021-09-18 08:00:00+00:00,TUE
3589,1,2021-12-31 00:00:00+00:00,FRI
3590,1,2021-11-17 00:00:00+00:00,WED
3591,2,2021-04-25 16:45:00+00:00,THU
3592,1,2021-12-12 00:00:00+00:00,SUN
3593,1,2021-12-16 00:00:00+00:00,THU
3594,1,2021-09-05 10:09:00+00:00,SUN
3595,1,2021-12-10 01:30:00+00:00,FRI
3596,1,2021-12-09 00:00:00+00:00,THU
3597,1,2021-11-24 00:00:00+00:00,WED
3598,1,2021-11-24 00:00:00+00:00,WED
3599,1,2021-11-11 10:25:00+00:00,THU
3600,1,2021-10-27 00:00:00+00:00,WED
3601,1,2021-11-02 00:00:00+00:00,TUE
3602,2,2021-08-16 12:00:00+00:00,MON
3603,1,2021-10-26 00:00:00+00:00,TUE
3604,1,2021-10-22 00:00:00+00:00,FRI
3605,1,2021-10-16 00:00:00+00:00,SAT
3606,1,2021-10-19 00:00:00+00:00,TUE
3607,2,2020-12-19 12:00:00+00:00,MON
3608,1,2021-10-04 00:00:00+00:00,MON
3609,1,2021-10-01 00:00:00+00:00,FRI
3610,2,2020-12-29 00:00:00+00:00,SAT
3611,1,2021-08-29 02:10:00+00:00,SUN
3612,1,2021-06-13 00:00:00+00:00,SUN
3613,1,2021-10-06 00:00:00+00:00,WED
3614,1,2021-10-01 00:00:00+00:00,FRI
3615,1,2021-10-02 00:00:00+00:00,SAT
3616,1,2021-10-01 00:00:00+00:00,FRI
3617,1,2021-09-26 00:00:00+00:00,SUN
3618,2,2020-11-15 00:00:00+00:00,THU
3619,3,2020-09-12 08:00:00+00:00,FRI
3620,1,2021-09-24 00:00:00+00:00,FRI
3621,1,2021-09-21 00:00:00+00:00,TUE
3622,1,2021-09-18 00:00:00+00:00,SAT
3623,1,2021-09-16 00:00:00+00:00,THU
3624,4,2021-01-29 12:00:00+00:00,TUE
3625,2,2021-08-21 12:00:00+00:00,WED
3626,1,2021-09-05 00:00:00+00:00,SUN
3627,1,2020-09-03 01:00:00+00:00,THU
3628,2,2021-08-27 00:00:00+00:00,TUE
3629,5,2020-09-15 12:09:00+00:00,MON
3630,1,2021-09-02 00:00:00+00:00,THU
3631,1,2021-09-02 00:00:00+00:00,THU
3632,1,2021-09-05 00:00:00+00:00,SUN
3633,1,2021-08-31 00:00:00+00:00,TUE
3634,1,2021-08-31 00:00:00+00:00,TUE
3635,1,2021-08-30 00:00:00+00:00,MON
3636,1,2021-08-26 17:05:00+00:00,THU
3637,1,2021-08-23 00:00:00+00:00,MON
3638,1,2021-08-22 00:00:00+00:00,SUN
3639,1,2021-08-21 00:00:00+00:00,SAT
3640,1,2021-08-22 00:00:00+00:00,SUN
3641,1,2021-08-20 00:00:00+00:00,FRI
3642,1,2021-08-21 00:00:00+00:00,SAT
3643,5,2021-01-18 00:00:00+00:00,MON
3644,1,2021-08-22 00:00:00+00:00,SUN
3645,2,2021-01-14 12:00:00+00:00,THU
3646,1,2021-08-19 00:00:00+00:00,THU
3647,1,2021-08-10 00:00:00+00:00,TUE
3648,2,2021-07-22 12:00:00+00:00,TUE
3649,1,2021-08-13 00:00:00+00:00,FRI
3650,1,2021-08-13 00:00:00+00:00,FRI
3651,1,2021-08-12 00:00:00+00:00,THU
3652,1,2021-07-15 00:00:00+00:00,THU
3653,1,2021-08-11 00:00:00+00:00,WED
3654,1,2021-08-09 00:00:00+00:00,MON
3655,1,2021-07-18 00:00:00+00:00,SUN
3656,4,2021-03-18 18:00:00+00:00,MON
3657,1,2021-07-31 00:00:00+00:00,SAT
3658,1,2021-07-24 00:00:00+00:00,SAT
3659,1,2021-07-25 00:00:00+00:00,SUN
3660,1,2021-07-26 00:00:00+00:00,MON
3661,2,2021-04-04 12:00:00+00:00,MON
3662,1,2021-07-20 00:00:00+00:00,TUE
3663,1,2021-07-19 00:00:00+00:00,MON
3664,3,2020-09-15 16:00:00+00:00,MON
3665,1,2021-06-25 19:20:00+00:00,FRI
3666,1,2021-07-08 00:00:00+00:00,THU
3667,3,2020-12-22 16:00:00+00:00,MON
3668,1,2021-07-13 00:00:00+00:00,TUE
3669,1,2021-07-10 00:00:00+00:00,SAT
3670,1,2021-07-02 00:00:00+00:00,FRI
3671,2,2021-07-06 22:29:30+00:00,FRI
3672,4,2020-11-25 18:00:00+00:00,TUE
3673,1,2021-07-03 00:00:00+00:00,SAT
3674,1,2021-07-04 00:00:00+00:00,SUN
3675,2,2021-06-01 11:43:30+00:00,SUN
3676,1,2021-06-29 00:00:00+00:00,TUE
3677,2,2021-06-22 00:00:00+00:00,SUN
3678,1,2021-06-19 00:00:00+00:00,SAT
3679,1,2021-05-06 00:00:00+00:00,THU
3680,1,2021-06-19 00:00:00+00:00,SAT
3681,2,2021-01-14 00:00:00+00:00,WED
3682,1,2021-06-10 00:00:00+00:00,THU
3683,1,2021-06-15 00:00:00+00:00,TUE
3684,1,2021-06-14 00:00:00+00:00,MON
3685,1,2021-06-06 00:00:00+00:00,SUN
3686,1,2021-06-09 00:00:00+00:00,WED
3687,1,2021-05-26 00:00:00+00:00,WED
3688,3,2020-09-29 16:00:00+00:00,SAT
3689,1,2021-05-23 00:00:00+00:00,SUN
3690,1,2021-05-20 18:33:00+00:00,THU
3691,1,2021-05-19 00:00:00+00:00,WED
3692,1,2021-05-09 00:00:00+00:00,SUN
3693,1,2021-05-15 00:00:00+00:00,SAT
3694,1,2021-05-16 00:00:00+00:00,SUN
3695,1,2021-05-12 00:00:00+00:00,WED
3696,2,2020-10-29 23:22:30+00:00,TUE
3697,2,2020-11-29 12:00:00+00:00,MON
3698,1,2021-04-28 00:00:00+00:00,WED
3699,1,2021-04-27 00:00:00+00:00,TUE
3700,4,2020-08-25 14:54:45+00:00,SUN
3701,1,2021-04-21 00:00:00+00:00,WED
3702,2,2020-11-22 12:00:00+00:00,TUE
3703,1,2021-04-28 00:00:00+00:00,WED
3704,1,2021-04-28 00:00:00+00:00,WED
3705,1,2021-04-26 00:00:00+00:00,MON
3706,2,2021-02-28 19:45:00+00:00,WED
3707,1,2021-04-19 19:00:00+00:00,MON
3708,1,2021-04-20 00:00:00+00:00,TUE
3709,1,2021-04-12 15:29:00+00:00,MON
3710,1,2021-04-16 00:00:00+00:00,FRI
3711,1,2021-04-09 00:00:00+00:00,FRI
3712,1,2021-04-12 00:00:00+00:00,MON
3713,1,2021-04-11 00:00:00+00:00,SUN
3714,1,2021-03-30 00:00:00+00:00,TUE
3715,1,2021-03-30 00:00:00+00:00,TUE
3716,1,2021-03-30 00:00:00+00:00,TUE
3717,2,2021-03-06 00:00:00+00:00,WED
3718,1,2021-03-27 00:00:00+00:00,SAT
3719,1,2021-03-20 00:00:00+00:00,SAT
3720,2,2021-02-14 00:37:30+00:00,TUE
3721,1,2021-03-21 00:00:00+00:00,SUN
3722,2,2020-12-06 00:00:00+00:00,SUN
3723,1,2021-03-18 00:45:00+00:00,THU
3724,1,2021-03-13 00:00:00+00:00,SAT
3725,5,2020-09-09 14:24:00+00:00,TUE
3726,1,2021-02-28 00:00:00+00:00,SUN
3727,1,2021-02-28 22:38:00+00:00,SUN
3728,1,2021-02-24 00:00:00+00:00,WED
3729,1,2021-02-21 00:00:00+00:00,SUN
3730,1,2021-02-22 00:00:00+00:00,MON
3731,1,2020-09-12 00:00:00+00:00,SAT
3732,1,2021-02-07 00:00:00+00:00,SUN
3733,1,2021-02-15 00:00:00+00:00,MON
3734,1,2021-02-10 00:00:00+00:00,WED
3735,1,2021-01-28 00:00:00+00:00,THU
3736,1,2021-01-30 00:00:00+00:00,SAT
3737,1,2021-01-29 17:15:00+00:00,FRI
3738,2,2020-10-09 00:00:00+00:00,MON
3739,2,2020-09-30 00:00:00+00:00,SUN
3740,1,2021-01-11 00:00:00+00:00,MON
3741,2,2020-12-04 12:00:00+00:00,SUN
3742,3,2020-09-06 00:00:00+00:00,SAT
3743,1,2021-01-11 00:00:00+00:00,MON
3744,2,2020-11-13 12:00:00+00:00,SUN
3745,1,2021-01-04 00:00:00+00:00,MON
3746,1,2021-01-01 00:00:00+00:00,FRI
3747,1,2021-01-01 00:00:00+00:00,FRI
3748,1,2021-01-02 00:00:00+00:00,SAT
3749,1,2021-01-06 00:00:00+00:00,WED
3750,1,2020-12-30 00:00:00+00:00,WED
3751,1,2020-12-07 00:00:00+00:00,MON
3752,2,2020-10-17 12:00:00+00:00,FRI
3753,3,2020-10-05 16:00:00+00:00,WED
3754,1,2020-12-22 04:30:00+00:00,TUE
3755,1,2020-12-19 00:00:00+00:00,SAT
3756,1,2020-12-17 00:00:00+00:00,THU
3757,1,2020-12-16 00:00:00+00:00,WED
3758,1,2020-12-12 00:00:00+00:00,SAT
3759,1,2020-12-08 00:00:00+00:00,TUE
3760,3,2020-08-01 00:00:00+00:00,TUE
3761,1,2020-12-02 00:00:00+00:00,WED
3762,1,2020-12-01 00:00:00+00:00,TUE
3763,2,2020-06-24 00:00:00+00:00,THU
3764,1,2020-11-27 04:17:00+00:00,FRI
3765,1,2020-11-27 23:36:00+00:00,FRI
3766,1,2020-11-28 00:00:00+00:00,SAT
3767,1,2020-11-22 00:00:00+00:00,SUN
3768,1,2020-11-23 00:00:00+00:00,MON
3769,1,2020-11-24 00:00:00+00:00,TUE
3770,1,2020-11-23 00:00:00+00:00,MON
3771,1,2020-11-16 00:00:00+00:00,MON
3772,3,2020-06-17 16:00:00+00:00,WED
3773,1,2020-11-10 00:00:00+00:00,TUE
3774,1,2020-11-10 00:00:00+00:00,TUE
3775,1,2020-11-12 00:00:00+00:00,THU
3776,1,2020-11-05 00:00:00+00:00,THU
3777,1,2020-11-04 00:00:00+00:00,WED
3778,1,2020-11-04 00:00:00+00:00,WED
3779,1,2020-11-04 00:00:00+00:00,WED
3780,1,2020-10-29 00:00:00+00:00,THU
3781,1,2020-10-31 00:00:00+00:00,SAT
3782,1,2020-10-25 00:00:00+00:00,SUN
3783,1,2020-10-25 00:00:00+00:00,SUN
3784,1,2020-10-13 00:00:00+00:00,TUE
3785,1,2020-10-16 00:00:00+00:00,FRI
3786,1,2020-09-30 00:00:00+00:00,WED
3787,1,2020-09-27 00:00:00+00:00,SUN
3788,2,2020-08-05 00:00:00+00:00,SAT
3789,1,2020-09-28 00:00:00+00:00,MON
3790,1,2020-09-19 00:00:00+00:00,SAT
3791,2,2020-08-23 12:00:00+00:00,WED
3792,2,2020-08-09 12:00:00+00:00,SAT
3793,1,2020-09-11 00:00:00+00:00,FRI
3794,1,2020-09-10 00:00:00+00:00,THU
3795,2,2020-07-29 12:00:00+00:00,SAT
3796,1,2020-09-04 00:00:00+00:00,FRI
3797,1,2020-09-02 00:00:00+00:00,WED
3798,1,2020-08-29 00:00:00+00:00,SAT
3799,1,2020-09-02 00:00:00+00:00,WED
3800,1,2020-09-03 00:00:00+00:00,THU
3801,1,2020-08-30 00:00:00+00:00,SUN
3802,1,2020-08-19 23:50:00+00:00,WED
3803,1,2020-08-19 00:00:00+00:00,WED
3804,1,2020-08-17 00:00:00+00:00,MON
3805,1,2020-08-14 00:00:00+00:00,FRI
3806,1,2020-08-13 00:00:00+00:00,THU
3807,1,2020-08-13 00:00:00+00:00,THU
3808,1,2020-08-10 00:00:00+00:00,MON
3809,1,2020-08-07 00:00:00+00:00,FRI
3810,1,2020-07-30 00:00:00+00:00,THU
3811,1,2020-08-02 00:00:00+00:00,SUN
3812,1,2020-08-01 00:00:00+00:00,SAT
3813,2,2020-06-06 00:00:00+00:00,THU
3814,1,2020-07-25 00:00:00+00:00,SAT
